 ix          r[AU] il       lam[mic]       tau_vert
 48  4.0730543E-01 13  6.2450423E+00  4.4157479E+03  dust
 48  4.0730543E-01 14  8.8527200E+00  4.7822694E+03  dust
 48  4.0730543E-01 15  1.2668311E+01  4.2135293E+03  dust
 48  4.0730543E-01 16  1.8134220E+01  4.1289202E+03  dust
 48  4.0730543E-01 17  2.5964377E+01  3.8063961E+03  dust
 48  4.0730543E-01 18  4.2233750E+01  2.7765436E+03  dust
 48  4.0730543E-01 19  8.6443439E+01  1.8661954E+03  dust
 48  4.0730543E-01 20  1.7710287E+02  1.2621698E+03  dust
 48  4.0730543E-01 21  3.6308087E+02  8.4895248E+02  dust
 48  4.0730543E-01 22  7.4469677E+02  5.6330833E+02  dust
 48  4.0730543E-01 23  1.5279094E+03  3.6361523E+02  dust
 48  4.0730543E-01 24  3.1355912E+03  2.2287045E+02  dust
 48  4.0730543E-01 25  6.4360319E+03  1.1906113E+02  dust
 49  4.3489799E-01  1  9.5842289E-02  2.2500832E+04  dust
 49  4.3489799E-01  2  1.0573550E-01  2.2083497E+04  dust
 49  4.3489799E-01  3  1.1812006E-01  2.1582326E+04  dust
 49  4.3489799E-01  4  1.3353968E-01  2.1032817E+04  dust
 49  4.3489799E-01  5  1.5097181E-01  2.0426615E+04  dust
 49  4.3489799E-01  6  1.7067955E-01  1.9532342E+04  dust
 49  4.3489799E-01  7  1.9296000E-01  1.8525121E+04  dust
 49  4.3489799E-01  8  3.0195156E-01  1.6332836E+04  dust
 49  4.3489799E-01  9  5.8874250E-01  1.3075067E+04  dust
 49  4.3489799E-01 10  1.2118621E+00  9.5527030E+03  dust
 49  4.3489799E-01 11  2.3303096E+00  6.7157714E+03  dust
 49  4.3489799E-01 12  4.3003104E+00  5.1889630E+03  dust
 49  4.3489799E-01 13  6.2450423E+00  4.1321539E+03  dust
 49  4.3489799E-01 14  8.8527200E+00  4.4751310E+03  dust
 49  4.3489799E-01 15  1.2668311E+01  3.9429245E+03  dust
 49  4.3489799E-01 16  1.8134220E+01  3.8637493E+03  dust
 49  4.3489799E-01 17  2.5964377E+01  3.5619432E+03  dust
 49  4.3489799E-01 18  4.2233750E+01  2.5982409E+03  dust
 49  4.3489799E-01 19  8.6443439E+01  1.7463652E+03  dust
 49  4.3489799E-01 20  1.7710287E+02  1.1811348E+03  dust
 49  4.3489799E-01 21  3.6308087E+02  7.9445526E+02  dust
 49  4.3489799E-01 22  7.4469677E+02  5.2715345E+02  dust
 49  4.3489799E-01 23  1.5279094E+03  3.4028107E+02  dust
 49  4.3489799E-01 24  3.1355912E+03  2.0857027E+02  dust
 49  4.3489799E-01 25  6.4360319E+03  1.1142245E+02  dust
 50  4.6435978E-01  1  9.5842289E-02  2.1054191E+04  dust
 50  4.6435978E-01  2  1.0573550E-01  2.0663689E+04  dust
 50  4.6435978E-01  3  1.1812006E-01  2.0194741E+04  dust
 50  4.6435978E-01  4  1.3353968E-01  1.9680563E+04  dust
 50  4.6435978E-01  5  1.5097181E-01  1.9113336E+04  dust
 50  4.6435978E-01  6  1.7067955E-01  1.8276561E+04  dust
 50  4.6435978E-01  7  1.9296000E-01  1.7334099E+04  dust
 50  4.6435978E-01  8  3.0195156E-01  1.5282766E+04  dust
 50  4.6435978E-01  9  5.8874250E-01  1.2234456E+04  dust
 50  4.6435978E-01 10  1.2118621E+00  8.9385618E+03  dust
 50  4.6435978E-01 11  2.3303096E+00  6.2840298E+03  dust
 50  4.6435978E-01 12  4.3003104E+00  4.8553866E+03  dust
 50  4.6435978E-01 13  6.2450423E+00  3.8665236E+03  dust
 50  4.6435978E-01 14  8.8527200E+00  4.1874479E+03  dust
 50  4.6435978E-01 15  1.2668311E+01  3.6894605E+03  dust
 50  4.6435978E-01 16  1.8134220E+01  3.6153751E+03  dust
 50  4.6435978E-01 17  2.5964377E+01  3.3329744E+03  dust
 50  4.6435978E-01 18  4.2233750E+01  2.4312318E+03  dust
 50  4.6435978E-01 19  8.6443439E+01  1.6341245E+03  dust
 50  4.6435978E-01 20  1.7710287E+02  1.1052316E+03  dust
 50  4.6435978E-01 21  3.6308087E+02  7.4340882E+02  dust
 50  4.6435978E-01 22  7.4469677E+02  4.9328753E+02  dust
 50  4.6435978E-01 23  1.5279094E+03  3.1842389E+02  dust
 50  4.6435978E-01 24  3.1355912E+03  1.9517506E+02  dust
 50  4.6435978E-01 25  6.4360319E+03  1.0426708E+02  dust
 51  4.9581743E-01  1  9.5842289E-02  1.9699213E+04  dust
 51  4.9581743E-01  2  1.0573550E-01  1.9333843E+04  dust
 51  4.9581743E-01  3  1.1812006E-01  1.8895076E+04  dust
 51  4.9581743E-01  4  1.3353968E-01  1.8413990E+04  dust
 51  4.9581743E-01  5  1.5097181E-01  1.7883270E+04  dust
 51  4.9581743E-01  6  1.7067955E-01  1.7100348E+04  dust
 51  4.9581743E-01  7  1.9296000E-01  1.6218542E+04  dust
 51  4.9581743E-01  8  3.0195156E-01  1.4299231E+04  dust
 51  4.9581743E-01  9  5.8874250E-01  1.1447107E+04  dust
 51  4.9581743E-01 10  1.2118621E+00  8.3633330E+03  dust
 51  4.9581743E-01 11  2.3303096E+00  5.8796431E+03  dust
 51  4.9581743E-01 12  4.3003104E+00  4.5429449E+03  dust
 51  4.9581743E-01 13  6.2450423E+00  3.6177228E+03  dust
 51  4.9581743E-01 14  8.8527200E+00  3.9179917E+03  dust
 51  4.9581743E-01 15  1.2668311E+01  3.4520552E+03  dust
 51  4.9581743E-01 16  1.8134220E+01  3.3827369E+03  dust
 51  4.9581743E-01 17  2.5964377E+01  3.1185121E+03  dust
 51  4.9581743E-01 18  4.2233750E+01  2.2748032E+03  dust
 51  4.9581743E-01 19  8.6443439E+01  1.5289939E+03  dust
 51  4.9581743E-01 20  1.7710287E+02  1.0341363E+03  dust
 51  4.9581743E-01 21  3.6308087E+02  6.9559531E+02  dust
 51  4.9581743E-01 22  7.4469677E+02  4.6156609E+02  dust
 51  4.9581743E-01 23  1.5279094E+03  2.9795050E+02  dust
 51  4.9581743E-01 24  3.1355912E+03  1.8262772E+02  dust
 51  4.9581743E-01 25  6.4360319E+03  9.7564530E+01  dust
 52  5.2940615E-01  1  9.5842289E-02  1.8430104E+04  dust
 52  5.2940615E-01  2  1.0573550E-01  1.8088273E+04  dust
 52  5.2940615E-01  3  1.1812006E-01  1.7677775E+04  dust
 52  5.2940615E-01  4  1.3353968E-01  1.7227684E+04  dust
 52  5.2940615E-01  5  1.5097181E-01  1.6731156E+04  dust
 52  5.2940615E-01  6  1.7067955E-01  1.5998675E+04  dust
 52  5.2940615E-01  7  1.9296000E-01  1.5173681E+04  dust
 52  5.2940615E-01  8  3.0195156E-01  1.3378025E+04  dust
 52  5.2940615E-01  9  5.8874250E-01  1.0709654E+04  dust
 52  5.2940615E-01 10  1.2118621E+00  7.8245569E+03  dust
 52  5.2940615E-01 11  2.3303096E+00  5.5008821E+03  dust
 52  5.2940615E-01 12  4.3003104E+00  4.2503022E+03  dust
 52  5.2940615E-01 13  6.2450423E+00  3.3846878E+03  dust
 52  5.2940615E-01 14  8.8527200E+00  3.6656102E+03  dust
 52  5.2940615E-01 15  1.2668311E+01  3.2296934E+03  dust
 52  5.2940615E-01 16  1.8134220E+01  3.1648403E+03  dust
 52  5.2940615E-01 17  2.5964377E+01  2.9176393E+03  dust
 52  5.2940615E-01 18  4.2233750E+01  2.1282863E+03  dust
 52  5.2940615E-01 19  8.6443439E+01  1.4305242E+03  dust
 52  5.2940615E-01 20  1.7710287E+02  9.6754492E+02  dust
 52  5.2940615E-01 21  3.6308087E+02  6.5081042E+02  dust
 52  5.2940615E-01 22  7.4469677E+02  4.3185362E+02  dust
 52  5.2940615E-01 23  1.5279094E+03  2.7877347E+02  dust
 52  5.2940615E-01 24  3.1355912E+03  1.7087471E+02  dust
 52  5.2940615E-01 25  6.4360319E+03  9.1286216E+01  dust
 53  5.6527031E-01  1  9.5842289E-02  1.7241430E+04  dust
 53  5.6527031E-01  2  1.0573550E-01  1.6921648E+04  dust
 53  5.6527031E-01  3  1.1812006E-01  1.6537626E+04  dust
 53  5.6527031E-01  4  1.3353968E-01  1.6116565E+04  dust
 53  5.6527031E-01  5  1.5097181E-01  1.5652063E+04  dust
 53  5.6527031E-01  6  1.7067955E-01  1.4966826E+04  dust
 53  5.6527031E-01  7  1.9296000E-01  1.4195043E+04  dust
 53  5.6527031E-01  8  3.0195156E-01  1.2515204E+04  dust
 53  5.6527031E-01  9  5.8874250E-01  1.0018940E+04  dust
 53  5.6527031E-01 10  1.2118621E+00  7.3199275E+03  dust
 53  5.6527031E-01 11  2.3303096E+00  5.1461259E+03  dust
 53  5.6527031E-01 12  4.3003104E+00  3.9762059E+03  dust
 53  5.6527031E-01 13  6.2450423E+00  3.1664213E+03  dust
 53  5.6527031E-01 14  8.8527200E+00  3.4292235E+03  dust
 53  5.6527031E-01 15  1.2668311E+01  3.0214236E+03  dust
 53  5.6527031E-01 16  1.8134220E+01  2.9607526E+03  dust
 53  5.6527031E-01 17  2.5964377E+01  2.7294965E+03  dust
 53  5.6527031E-01 18  4.2233750E+01  1.9910542E+03  dust
 53  5.6527031E-01 19  8.6443439E+01  1.3382941E+03  dust
 53  5.6527031E-01 20  1.7710287E+02  9.0517265E+02  dust
 53  5.6527031E-01 21  3.6308087E+02  6.0886263E+02  dust
 53  5.6527031E-01 22  7.4469677E+02  4.0402309E+02  dust
 53  5.6527031E-01 23  1.5279094E+03  2.6081084E+02  dust
 53  5.6527031E-01 24  3.1355912E+03  1.5986580E+02  dust
 53  5.6527031E-01 25  6.4360319E+03  8.5405322E+01  dust
 54  6.0356405E-01  1  9.5842289E-02  1.6128103E+04  dust
 54  6.0356405E-01  2  1.0573550E-01  1.5828970E+04  dust
 54  6.0356405E-01  3  1.1812006E-01  1.5469747E+04  dust
 54  6.0356405E-01  4  1.3353968E-01  1.5075876E+04  dust
 54  6.0356405E-01  5  1.5097181E-01  1.4641369E+04  dust
 54  6.0356405E-01  6  1.7067955E-01  1.4000382E+04  dust
 54  6.0356405E-01  7  1.9296000E-01  1.3278437E+04  dust
 54  6.0356405E-01  8  3.0195156E-01  1.1707074E+04  dust
 54  6.0356405E-01  9  5.8874250E-01  9.3720071E+03  dust
 54  6.0356405E-01 10  1.2118621E+00  6.8472839E+03  dust
 54  6.0356405E-01 11  2.3303096E+00  4.8138554E+03  dust
 54  6.0356405E-01 12  4.3003104E+00  3.7194824E+03  dust
 54  6.0356405E-01 13  6.2450423E+00  2.9619886E+03  dust
 54  6.0356405E-01 14  8.8527200E+00  3.2078192E+03  dust
 54  6.0356405E-01 15  1.2668311E+01  2.8263539E+03  dust
 54  6.0356405E-01 16  1.8134220E+01  2.7696000E+03  dust
 54  6.0356405E-01 17  2.5964377E+01  2.5532780E+03  dust
 54  6.0356405E-01 18  4.2233750E+01  1.8625194E+03  dust
 54  6.0356405E-01 19  8.6443439E+01  1.2519086E+03  dust
 54  6.0356405E-01 20  1.7710287E+02  8.4675253E+02  dust
 54  6.0356405E-01 21  3.6308087E+02  5.6957243E+02  dust
 54  6.0356405E-01 22  7.4469677E+02  3.7795544E+02  dust
 54  6.0356405E-01 23  1.5279094E+03  2.4398579E+02  dust
 54  6.0356405E-01 24  3.1355912E+03  1.4955395E+02  dust
 54  6.0356405E-01 25  6.4360319E+03  7.9896726E+01  dust
 55  6.4445198E-01  1  9.5842289E-02  1.5085352E+04  dust
 55  6.4445198E-01  2  1.0573550E-01  1.4805560E+04  dust
 55  6.4445198E-01  3  1.1812006E-01  1.4469563E+04  dust
 55  6.4445198E-01  4  1.3353968E-01  1.4101159E+04  dust
 55  6.4445198E-01  5  1.5097181E-01  1.3694746E+04  dust
 55  6.4445198E-01  6  1.7067955E-01  1.3095203E+04  dust
 55  6.4445198E-01  7  1.9296000E-01  1.2419937E+04  dust
 55  6.4445198E-01  8  3.0195156E-01  1.0950173E+04  dust
 55  6.4445198E-01  9  5.8874250E-01  8.7660841E+03  dust
 55  6.4445198E-01 10  1.2118621E+00  6.4046013E+03  dust
 55  6.4445198E-01 11  2.3303096E+00  4.5026471E+03  dust
 55  6.4445198E-01 12  4.3003104E+00  3.4790319E+03  dust
 55  6.4445198E-01 13  6.2450423E+00  2.7705140E+03  dust
 55  6.4445198E-01 14  8.8527200E+00  3.0004490E+03  dust
 55  6.4445198E-01 15  1.2668311E+01  2.6436489E+03  dust
 55  6.4445198E-01 16  1.8134220E+01  2.5905636E+03  dust
 55  6.4445198E-01 17  2.5964377E+01  2.3882291E+03  dust
 55  6.4445198E-01 18  4.2233750E+01  1.7421313E+03  dust
 55  6.4445198E-01 19  8.6443439E+01  1.1709979E+03  dust
 55  6.4445198E-01 20  1.7710287E+02  7.9203442E+02  dust
 55  6.4445198E-01 21  3.6308087E+02  5.3277164E+02  dust
 55  6.4445198E-01 22  7.4469677E+02  3.5353914E+02  dust
 55  6.4445198E-01 23  1.5279094E+03  2.2822636E+02  dust
 55  6.4445198E-01 24  3.1355912E+03  1.3989507E+02  dust
 55  6.4445198E-01 25  6.4360319E+03  7.4736883E+01  dust
 56  6.8810982E-01  1  9.5842289E-02  1.4108708E+04  dust
 56  6.8810982E-01  2  1.0573550E-01  1.3847031E+04  dust
 56  6.8810982E-01  3  1.1812006E-01  1.3532788E+04  dust
 56  6.8810982E-01  4  1.3353968E-01  1.3188236E+04  dust
 56  6.8810982E-01  5  1.5097181E-01  1.2808136E+04  dust
 56  6.8810982E-01  6  1.7067955E-01  1.2247410E+04  dust
 56  6.8810982E-01  7  1.9296000E-01  1.1615862E+04  dust
 56  6.8810982E-01  8  3.0195156E-01  1.0241257E+04  dust
 56  6.8810982E-01  9  5.8874250E-01  8.1985742E+03  dust
 56  6.8810982E-01 10  1.2118621E+00  5.9899826E+03  dust
 56  6.8810982E-01 11  2.3303096E+00  4.2111674E+03  dust
 56  6.8810982E-01 12  4.3003104E+00  3.2538242E+03  dust
 56  6.8810982E-01 13  6.2450423E+00  2.5911772E+03  dust
 56  6.8810982E-01 14  8.8527200E+00  2.8062243E+03  dust
 56  6.8810982E-01 15  1.2668311E+01  2.4725256E+03  dust
 56  6.8810982E-01 16  1.8134220E+01  2.4228765E+03  dust
 56  6.8810982E-01 17  2.5964377E+01  2.2336425E+03  dust
 56  6.8810982E-01 18  4.2233750E+01  1.6293741E+03  dust
 56  6.8810982E-01 19  8.6443439E+01  1.0952154E+03  dust
 56  6.8810982E-01 20  1.7710287E+02  7.4078396E+02  dust
 56  6.8810982E-01 21  3.6308087E+02  4.9830268E+02  dust
 56  6.8810982E-01 22  7.4469677E+02  3.3066965E+02  dust
 56  6.8810982E-01 23  1.5279094E+03  2.1346512E+02  dust
 56  6.8810982E-01 24  3.1355912E+03  1.3084785E+02  dust
 56  6.8810982E-01 25  6.4360319E+03  6.9903737E+01  dust
 57  7.3472522E-01  1  9.5842289E-02  1.3193986E+04  dust
 57  7.3472522E-01  2  1.0573550E-01  1.2949276E+04  dust
 57  7.3472522E-01  3  1.1812006E-01  1.2655407E+04  dust
 57  7.3472522E-01  4  1.3353968E-01  1.2333194E+04  dust
 57  7.3472522E-01  5  1.5097181E-01  1.1977738E+04  dust
 57  7.3472522E-01  6  1.7067955E-01  1.1453368E+04  dust
 57  7.3472522E-01  7  1.9296000E-01  1.0862768E+04  dust
 57  7.3472522E-01  8  3.0195156E-01  9.5772873E+03  dust
 57  7.3472522E-01  9  5.8874250E-01  7.6670453E+03  dust
 57  7.3472522E-01 10  1.2118621E+00  5.6016509E+03  dust
 57  7.3472522E-01 11  2.3303096E+00  3.9381672E+03  dust
 57  7.3472522E-01 12  4.3003104E+00  3.0428940E+03  dust
 57  7.3472522E-01 13  6.2450423E+00  2.4232096E+03  dust
 57  7.3472522E-01 14  8.8527200E+00  2.6243128E+03  dust
 57  7.3472522E-01 15  1.2668311E+01  2.3122507E+03  dust
 57  7.3472522E-01 16  1.8134220E+01  2.2658199E+03  dust
 57  7.3472522E-01 17  2.5964377E+01  2.0888559E+03  dust
 57  7.3472522E-01 18  4.2233750E+01  1.5237647E+03  dust
 57  7.3472522E-01 19  8.6443439E+01  1.0242363E+03  dust
 57  7.3472522E-01 20  1.7710287E+02  6.9278163E+02  dust
 57  7.3472522E-01 21  3.6308087E+02  4.6601794E+02  dust
 57  7.3472522E-01 22  7.4469677E+02  3.0924909E+02  dust
 57  7.3472522E-01 23  1.5279094E+03  1.9963890E+02  dust
 57  7.3472522E-01 24  3.1355912E+03  1.2237359E+02  dust
 57  7.3472522E-01 25  6.4360319E+03  6.5376625E+01  dust
 58  7.8449855E-01  1  9.5842289E-02  1.2337265E+04  dust
 58  7.8449855E-01  2  1.0573550E-01  1.2108445E+04  dust
 58  7.8449855E-01  3  1.1812006E-01  1.1833658E+04  dust
 58  7.8449855E-01  4  1.3353968E-01  1.1532369E+04  dust
 58  7.8449855E-01  5  1.5097181E-01  1.1199995E+04  dust
 58  7.8449855E-01  6  1.7067955E-01  1.0709675E+04  dust
 58  7.8449855E-01  7  1.9296000E-01  1.0157426E+04  dust
 58  7.8449855E-01  8  3.0195156E-01  8.9554182E+03  dust
 58  7.8449855E-01  9  5.8874250E-01  7.1692188E+03  dust
 58  7.8449855E-01 10  1.2118621E+00  5.2379416E+03  dust
 58  7.8449855E-01 11  2.3303096E+00  3.6824763E+03  dust
 58  7.8449855E-01 12  4.3003104E+00  2.8453373E+03  dust
 58  7.8449855E-01 13  6.2450423E+00  2.2658913E+03  dust
 58  7.8449855E-01 14  8.8527200E+00  2.4539348E+03  dust
 58  7.8449855E-01 15  1.2668311E+01  2.1621373E+03  dust
 58  7.8449855E-01 16  1.8134220E+01  2.1187208E+03  dust
 58  7.8449855E-01 17  2.5964377E+01  1.9532486E+03  dust
 58  7.8449855E-01 18  4.2233750E+01  1.4248505E+03  dust
 58  7.8449855E-01 19  8.6443439E+01  9.5775662E+02  dust
 58  7.8449855E-01 20  1.7710287E+02  6.4782179E+02  dust
 58  7.8449855E-01 21  3.6308087E+02  4.3577915E+02  dust
 58  7.8449855E-01 22  7.4469677E+02  2.8918575E+02  dust
 58  7.8449855E-01 23  1.5279094E+03  1.8668854E+02  dust
 58  7.8449855E-01 24  3.1355912E+03  1.1443604E+02  dust
 58  7.8449855E-01 25  6.4360319E+03  6.1136190E+01  dust
 59  8.3764372E-01  1  9.5842289E-02  1.1534871E+04  dust
 59  8.3764372E-01  2  1.0573550E-01  1.1320934E+04  dust
 59  8.3764372E-01  3  1.1812006E-01  1.1064020E+04  dust
 59  8.3764372E-01  4  1.3353968E-01  1.0782327E+04  dust
 59  8.3764372E-01  5  1.5097181E-01  1.0471570E+04  dust
 59  8.3764372E-01  6  1.7067955E-01  1.0013141E+04  dust
 59  8.3764372E-01  7  1.9296000E-01  9.4968112E+03  dust
 59  8.3764372E-01  8  3.0195156E-01  8.3729835E+03  dust
 59  8.3764372E-01  9  5.8874250E-01  6.7029606E+03  dust
 59  8.3764372E-01 10  1.2118621E+00  4.8972956E+03  dust
 59  8.3764372E-01 11  2.3303096E+00  3.4429987E+03  dust
 59  8.3764372E-01 12  4.3003104E+00  2.6603073E+03  dust
 59  8.3764372E-01 13  6.2450423E+00  2.1185479E+03  dust
 59  8.3764372E-01 14  8.8527200E+00  2.2943600E+03  dust
 59  8.3764372E-01 15  1.2668311E+01  2.0215420E+03  dust
 59  8.3764372E-01 16  1.8134220E+01  1.9809486E+03  dust
 59  8.3764372E-01 17  2.5964377E+01  1.8262395E+03  dust
 59  8.3764372E-01 18  4.2233750E+01  1.3322076E+03  dust
 59  8.3764372E-01 19  8.6443439E+01  8.9549141E+02  dust
 59  8.3764372E-01 20  1.7710287E+02  6.0571182E+02  dust
 59  8.3764372E-01 21  3.6308087E+02  4.0745681E+02  dust
 59  8.3764372E-01 22  7.4469677E+02  2.7039372E+02  dust
 59  8.3764372E-01 23  1.5279094E+03  1.7455861E+02  dust
 59  8.3764372E-01 24  3.1355912E+03  1.0700125E+02  dust
 59  8.3764372E-01 25  6.4360319E+03  5.7164301E+01  dust
 60  8.9438917E-01  1  9.5842289E-02  1.0783365E+04  dust
 60  8.9438917E-01  2  1.0573550E-01  1.0583366E+04  dust
 60  8.9438917E-01  3  1.1812006E-01  1.0343191E+04  dust
 60  8.9438917E-01  4  1.3353968E-01  1.0079852E+04  dust
 60  8.9438917E-01  5  1.5097181E-01  9.7893425E+03  dust
 60  8.9438917E-01  6  1.7067955E-01  9.3607817E+03  dust
 60  8.9438917E-01  7  1.9296000E-01  8.8780925E+03  dust
 60  8.9438917E-01  8  3.0195156E-01  7.8274863E+03  dust
 60  8.9438917E-01  9  5.8874250E-01  6.2662718E+03  dust
 60  8.9438917E-01 10  1.2118621E+00  4.5782524E+03  dust
 60  8.9438917E-01 11  2.3303096E+00  3.2187078E+03  dust
 60  8.9438917E-01 12  4.3003104E+00  2.4870109E+03  dust
 60  8.9438917E-01 13  6.2450423E+00  1.9805480E+03  dust
 60  8.9438917E-01 14  8.8527200E+00  2.1449043E+03  dust
 60  8.9438917E-01 15  1.2668311E+01  1.8898621E+03  dust
 60  8.9438917E-01 16  1.8134220E+01  1.8519128E+03  dust
 60  8.9438917E-01 17  2.5964377E+01  1.7072842E+03  dust
 60  8.9438917E-01 18  4.2233750E+01  1.2454389E+03  dust
 60  8.9438917E-01 19  8.6443439E+01  8.3717386E+02  dust
 60  8.9438917E-01 20  1.7710287E+02  5.6627131E+02  dust
 60  8.9438917E-01 21  3.6308087E+02  3.8092961E+02  dust
 60  8.9438917E-01 22  7.4469677E+02  2.5279254E+02  dust
 60  8.9438917E-01 23  1.5279094E+03  1.6319720E+02  dust
 60  8.9438917E-01 24  3.1355912E+03  1.0003742E+02  dust
 60  8.9438917E-01 25  6.4360319E+03  5.3443974E+01  dust
 61  9.5497879E-01  1  9.5842289E-02  1.0079524E+04  dust
 61  9.5497879E-01  2  1.0573550E-01  9.8925804E+03  dust
 61  9.5497879E-01  3  1.1812006E-01  9.6680828E+03  dust
 61  9.5497879E-01  4  1.3353968E-01  9.4219322E+03  dust
 61  9.5497879E-01  5  1.5097181E-01  9.1503858E+03  dust
 61  9.5497879E-01  6  1.7067955E-01  8.7497990E+03  dust
 61  9.5497879E-01  7  1.9296000E-01  8.2986168E+03  dust
 61  9.5497879E-01  8  3.0195156E-01  7.3165879E+03  dust
 61  9.5497879E-01  9  5.8874250E-01  5.8572802E+03  dust
 61  9.5497879E-01 10  1.2118621E+00  4.2794444E+03  dust
 61  9.5497879E-01 11  2.3303096E+00  3.0086419E+03  dust
 61  9.5497879E-01 12  4.3003104E+00  2.3247050E+03  dust
 61  9.5497879E-01 13  6.2450423E+00  1.8512999E+03  dust
 61  9.5497879E-01 14  8.8527200E+00  2.0049271E+03  dust
 61  9.5497879E-01 15  1.2668311E+01  1.7665332E+03  dust
 61  9.5497879E-01 16  1.8134220E+01  1.7310602E+03  dust
 61  9.5497879E-01 17  2.5964377E+01  1.5958726E+03  dust
 61  9.5497879E-01 18  4.2233750E+01  1.1641725E+03  dust
 61  9.5497879E-01 19  8.6443439E+01  7.8255406E+02  dust
 61  9.5497879E-01 20  1.7710287E+02  5.2933129E+02  dust
 61  9.5497879E-01 21  3.6308087E+02  3.5608392E+02  dust
 61  9.5497879E-01 22  7.4469677E+02  2.3630686E+02  dust
 61  9.5497879E-01 23  1.5279094E+03  1.5255568E+02  dust
 61  9.5497879E-01 24  3.1355912E+03  9.3514758E+01  dust
 61  9.5497879E-01 25  6.4360319E+03  4.9959300E+01  dust
 62  1.0196730E+00  1  9.5842289E-02  9.4203312E+03  dust
 62  1.0196730E+00  2  1.0573550E-01  9.2456141E+03  dust
 62  1.0196730E+00  3  1.1812006E-01  9.0357992E+03  dust
 62  1.0196730E+00  4  1.3353968E-01  8.8057475E+03  dust
 62  1.0196730E+00  5  1.5097181E-01  8.5519610E+03  dust
 62  1.0196730E+00  6  1.7067955E-01  8.1775735E+03  dust
 62  1.0196730E+00  7  1.9296000E-01  7.7558997E+03  dust
 62  1.0196730E+00  8  3.0195156E-01  6.8380977E+03  dust
 62  1.0196730E+00  9  5.8874250E-01  5.4742322E+03  dust
 62  1.0196730E+00 10  1.2118621E+00  3.9995904E+03  dust
 62  1.0196730E+00 11  2.3303096E+00  2.8119006E+03  dust
 62  1.0196730E+00 12  4.3003104E+00  2.1726940E+03  dust
 62  1.0196730E+00 13  6.2450423E+00  1.7302496E+03  dust
 62  1.0196730E+00 14  8.8527200E+00  1.8738283E+03  dust
 62  1.0196730E+00 15  1.2668311E+01  1.6510265E+03  dust
 62  1.0196730E+00 16  1.8134220E+01  1.6178729E+03  dust
 62  1.0196730E+00 17  2.5964377E+01  1.4915274E+03  dust
 62  1.0196730E+00 18  4.2233750E+01  1.0880601E+03  dust
 62  1.0196730E+00 19  8.6443439E+01  7.3139793E+02  dust
 62  1.0196730E+00 20  1.7710287E+02  4.9473346E+02  dust
 62  1.0196730E+00 21  3.6308087E+02  3.3281332E+02  dust
 62  1.0196730E+00 22  7.4469677E+02  2.2086609E+02  dust
 62  1.0196730E+00 23  1.5279094E+03  1.4258851E+02  dust
 62  1.0196730E+00 24  3.1355912E+03  8.7405355E+01  dust
 62  1.0196730E+00 25  6.4360319E+03  4.6695380E+01  dust
 63  1.0887499E+00  1  9.5842289E-02  8.8029597E+03  dust
 63  1.0887499E+00  2  1.0573550E-01  8.6396934E+03  dust
 63  1.0887499E+00  3  1.1812006E-01  8.4436297E+03  dust
 63  1.0887499E+00  4  1.3353968E-01  8.2286555E+03  dust
 63  1.0887499E+00  5  1.5097181E-01  7.9915020E+03  dust
 63  1.0887499E+00  6  1.7067955E-01  7.6416516E+03  dust
 63  1.0887499E+00  7  1.9296000E-01  7.2476140E+03  dust
 63  1.0887499E+00  8  3.0195156E-01  6.3899641E+03  dust
 63  1.0887499E+00  9  5.8874250E-01  5.1154855E+03  dust
 63  1.0887499E+00 10  1.2118621E+00  3.7374904E+03  dust
 63  1.0887499E+00 11  2.3303096E+00  2.6276403E+03  dust
 63  1.0887499E+00 12  4.3003104E+00  2.0303261E+03  dust
 63  1.0887499E+00 13  6.2450423E+00  1.6168780E+03  dust
 63  1.0887499E+00 14  8.8527200E+00  1.7510459E+03  dust
